Customer Name,Region,Product Category,Sales
Donna Braun,South,Office Supplies,133.83
Donna Braun,South,Technology,3550.28
Donna Craven,East,Furniture,1391.4
Donna Craven,East,Office Supplies,236.03
Donna Craven,East,Technology,695.03
Donna Hawkins,West,Office Supplies,1112.75
Donna Ross,East,Technology,815.75
Doris Fitzpatrick,Central,Furniture,4910.72
Doris Fitzpatrick,Central,Office Supplies,62.8
Doris Starr,West,Office Supplies,1175.26
Doris Starr,West,Technology,155.59
Doris Tyson,East,Office Supplies,78.94
Dorothy Buchanan,East,Furniture,72.11
Dorothy Cates,East,Furniture,2768.4
Dorothy Gonzalez,Central,Office Supplies,599.97
Dorothy Gonzalez,Central,Technology,824.16
Dorothy Holt,Central,Furniture,260.1
Dorothy Holt,Central,Office Supplies,3596.48
Dorothy Huff,Central,Furniture,2016.22
Dorothy Huff,Central,Office Supplies,4152.77
Douglas Buck,West,Office Supplies,153.87
Douglas English,South,Office Supplies,4237.16
Douglas Gay,South,Furniture,483.24
Douglas Gay,South,Office Supplies,106.84
Douglas Sutton,West,Office Supplies,523.3
Douglas Sutton,West,Technology,5861.15
Dwight Albright Huffman,West,Furniture,4379.94
Dwight Albright Huffman,West,Office Supplies,4163.28
Dwight Albright Huffman,West,Technology,8069.47
Dwight Banks,South,Office Supplies,93.32
Dwight Bishop,Central,Office Supplies,1179.8
Dwight Bishop,Central,Technology,479.79
Dwight Hendricks,South,Office Supplies,72.88
Dwight Hendricks,South,Technology,980.82
Dwight Hwang,West,Office Supplies,1627.23
Dwight Hwang,West,Technology,1705.08
Dwight M Carr,West,Furniture,452.93
Dwight M Carr,West,Office Supplies,47.63
Dwight M Carr,West,Technology,1456.38
Dwight Robinson,Central,Furniture,269.61
Dwight Robinson,Central,Office Supplies,166.62
Dwight Robinson,Central,Technology,19671.2
Dwight Stephenson,West,Furniture,212.17
Dwight Stephenson,West,Office Supplies,190.85
Earl Alston,South,Furniture,1757.15
Earl Alston,South,Office Supplies,3734.91
Earl Buck,West,Office Supplies,84.83
Earl Donnelly,South,Office Supplies,47.12
Earl Donnelly,South,Technology,2180.31
Earl King,East,Technology,439.13
Earl Melton,East,Office Supplies,52.91
Earl Roy,South,Furniture,166.62
Earl Roy,South,Office Supplies,245.92
Earl Watts,Central,Furniture,2026.91
Earl Watts,Central,Office Supplies,37.13
Eddie Boyd,West,Office Supplies,759.6
Eddie Boyd,West,Technology,345.73
Eddie Chandler,East,Office Supplies,64.37
Eddie House Mueller,Central,Furniture,8114.34
Eddie House Mueller,Central,Office Supplies,2820.05
Eddie House Mueller,Central,Technology,23059.11
Eddie Li,East,Technology,351.93
Eddie Morrison,East,Office Supplies,39.1
Eddie Riggs,East,Furniture,449.86
Eddie Riggs,East,Technology,1565.1
Eddie Walker,Central,Furniture,319.3
Eddie Walker,Central,Office Supplies,811.21
Eddie Walker,Central,Technology,1924.66
Edgar Kumar,East,Furniture,1794.88
Edgar McKenzie,Central,Furniture,17.81
Edgar McKenzie,Central,Office Supplies,299.33
Edgar McKenzie,Central,Technology,5976.09
Edgar McLeod,South,Office Supplies,436.29
Edgar Oakley,Central,Furniture,86.93
Edgar Oakley,Central,Office Supplies,519.48
Edgar Oakley,Central,Technology,79.52
Edgar Stone,East,Furniture,1982.2
Edgar Stone,East,Office Supplies,136.94
Edgar Vogel,East,Office Supplies,138.16
Edith Forbes,East,Technology,1013.84
Edith McDaniel,West,Technology,523.34
Edith Norton,Central,Furniture,3945.98
Edith Norton,Central,Office Supplies,52.91
Edith Pruitt,West,Office Supplies,55.64
Edith Reynolds,Central,Furniture,67.64
Edith Reynolds,Central,Office Supplies,4245.68
Edna Barefoot Rao,Central,Office Supplies,37.86
Edna Freeman,South,Furniture,2732.06
Edna Freeman,South,Office Supplies,103.78
Edna Goodwin,South,Furniture,1006.42
Edna Goodwin,South,Office Supplies,1209.71
Edna Goodwin,South,Technology,1426.39
Edna Huang,East,Furniture,13591.76
Edna Michael,South,Furniture,26.66
Edna Michael,South,Office Supplies,591.88
Edna Michael,South,Technology,1237.4
Edna Monroe Talley,Central,Furniture,188.51
Edna Monroe Talley,Central,Office Supplies,90.6
Edna Monroe Talley,Central,Technology,7461.78
Edna Pierce,South,Furniture,10094.19
Edna Pierce,South,Office Supplies,788.87
Edna Schroeder,Central,Furniture,1803.92
Edna Schroeder,Central,Office Supplies,315.85
Edna Schroeder,Central,Technology,606.51
Edna Thomas,West,Office Supplies,265.5
Edna Thomas,West,Technology,2159.19
Edna Welch,Central,Office Supplies,9.43
Edna Welch,Central,Technology,1814.88
Edna Willis,West,Office Supplies,71.41
Edward Byers,East,Office Supplies,70.36
Edward Bynum,East,Office Supplies,279.07
Edward Bynum,East,Technology,84.56
Edward Hampton,East,Furniture,1591.33
Edward Lamm,East,Office Supplies,75.17
Edward Leonard,West,Furniture,3961.88
Edward Leonard,West,Office Supplies,8.77
Edward Leonard,West,Technology,792.79
Edward Maxwell,West,Office Supplies,963.64
Edward McKenzie,South,Furniture,27.14
Edward McKenzie,South,Office Supplies,81.14
Edward Pugh,West,Office Supplies,8060.47
Edwin Blackburn,East,Office Supplies,80.58
Edwin Chung,East,Furniture,25.31
Edwin Coley,Central,Furniture,3218.52
Edwin Coley,Central,Office Supplies,225.66
Edwin Lang,East,Office Supplies,112.88
Edwin Riddle,East,Office Supplies,83.05
Edwin Winters,East,Furniture,1005.73
Eileen Cheek,East,Technology,229.57
Eileen Dalton,South,Office Supplies,70.65
Eileen Dalton,South,Technology,2921.43
Eileen Fletcher,Central,Furniture,10392.84
Eileen Fletcher,Central,Office Supplies,555.35
Eileen Fletcher,Central,Technology,3672.89
Eileen Frye,East,Office Supplies,2044.84
Eileen McDonald,West,Furniture,1216.52
Eileen McDonald,West,Office Supplies,567.82
Eileen McDonald,West,Technology,342.31
Eileen R Braun,West,Furniture,518.06
Eileen R Braun,West,Office Supplies,17.14
Eileen Riddle,West,Office Supplies,1994.7
Eileen Schwartz,Central,Furniture,16921.77
Eileen Schwartz,Central,Office Supplies,53.12
Eileen Schwartz,Central,Technology,947.71
Elaine Bass,East,Technology,618.31
Elaine McMahon Talley,East,Furniture,504.44
Elaine Welsh,East,Furniture,150.79
Eleanor Barbour,Central,Furniture,907.41
Eleanor Barbour,Central,Technology,232.35
Eleanor Erickson,East,Office Supplies,23.77
Eleanor Swain,South,Furniture,12434.02
Eleanor Swain,South,Office Supplies,4211.72
Eleanor Swain,South,Technology,17836.62
Elisabeth Bullock,East,Office Supplies,22.7
Elisabeth Gorman,South,Office Supplies,70.28
Elisabeth Hatcher,East,Furniture,3969.21
Elisabeth Joyner,East,Office Supplies,45.69
Elisabeth Massey,West,Office Supplies,1056.8
Elisabeth Massey,West,Technology,2101.52
Elisabeth Rao,South,Furniture,92.35
Elisabeth Rao,South,Office Supplies,23.35
Elisabeth Shaw,South,Office Supplies,298.28
Elisabeth Shaw,South,Technology,1163.32
Elisabeth Stephenson,Central,Office Supplies,7310.96
Elisabeth Stephenson,Central,Technology,703.01
Elisabeth Thompson,East,Office Supplies,53.02
Elizabeth Herman,Central,Furniture,2936.8
Elizabeth Herman,Central,Office Supplies,22.64
Elizabeth Herman,Central,Technology,492.26
Elizabeth Walker,West,Office Supplies,3.85
Elizabeth Walker,West,Technology,164.1
Ellen Avery,East,Office Supplies,1432.3
Ellen Beck,West,Office Supplies,97.94
Ellen Beck,West,Technology,6948.44
Ellen Blair,South,Office Supplies,195.35
Ellen Kirkland,Central,Furniture,4843.41
Ellen Kirkland,Central,Office Supplies,5746.72
Ellen Kirkland,Central,Technology,1175.27
Ellen McCormick,West,Furniture,1449.26
Ellen McCormick,West,Office Supplies,4376.63
Ellen Sparks,Central,Office Supplies,218.05
Ellen Sparks,Central,Technology,326.03
Elsie Boykin,South,Office Supplies,228.76
Elsie Boykin,South,Technology,3139.48
Elsie Byers,Central,Office Supplies,63.22
Elsie Dodson,South,Office Supplies,277.57
Elsie Dodson,South,Technology,9158.15
Elsie Floyd,West,Technology,1352.48
Elsie G Ferguson,Central,Furniture,661.15
Elsie G Ferguson,Central,Technology,48.89
Elsie Hewitt,East,Technology,30.28
Elsie Hwang,East,Furniture,1282.67
Elsie Lane,Central,Office Supplies,59.75
Elsie Pridgen,West,Furniture,2629.92
Elsie Pridgen,West,Office Supplies,526.19
Elsie Pridgen,West,Technology,2054.69
Elsie Siegel,Central,Technology,2311.15
Emily Adkins,East,Office Supplies,57.78
Emily Britt,West,Furniture,1226.76
Emily Britt,West,Office Supplies,9613.1
Emily Britt,West,Technology,645.74
Emily Gibbons,East,Furniture,492.77
Emily Sims,South,Furniture,131.07
Emily Sims,South,Office Supplies,1941.45
Emma Bloom,West,Furniture,1315.4
Emma Bloom,West,Office Supplies,204.82
Emma Bowles,West,Office Supplies,2121.61
Emma Bowles,West,Technology,666.37
Emma Buckley,West,Office Supplies,651.14
Emma Buckley,West,Technology,38.74
Emma Bullock,Central,Furniture,29.74
Emma Copeland,Central,Furniture,1055.51
Emma Copeland,Central,Office Supplies,589.7
Emma Harvey,West,Office Supplies,895.34
Emma Harvey,West,Technology,105.85
Emma Hayes,East,Furniture,777.11
Emma Leach,West,Furniture,125.86
Emma Leach,West,Office Supplies,9.52
Emma M Li,Central,Office Supplies,84.22
Emma M Li,Central,Technology,821.3
Emma Mitchell,East,Office Supplies,1894.06
Emma Sparks,West,Furniture,4397.17
Emma Sparks,West,Office Supplies,107.78
Emma Sparks,West,Technology,9478.97
Eric Dennis,East,Furniture,3444.74
Eric Dennis,East,Office Supplies,6.65
Eric Dennis,East,Technology,625.96
Eric Ferguson,East,Furniture,403.33
Eric West,East,Office Supplies,122.09
Eric West,East,Technology,3707.47
Erica Burgess,South,Office Supplies,115.4
Erica Bynum,East,Furniture,1640.59
Erica Bynum,East,Office Supplies,197.35
Erica Bynum,East,Technology,595.19
Erica Cowan,East,Office Supplies,38.51
Erica Holloway,Central,Office Supplies,676.08
Erica Lyon,East,Furniture,1418.97
Erica Nguyen,East,Office Supplies,305.58
Erica Pittman,West,Furniture,2156.25
Erica Pittman,West,Office Supplies,393.06
Erica Pittman,West,Technology,1394.72
Erica R Fuller,Central,Furniture,43.65
Erica R Fuller,Central,Office Supplies,41.48
Erica R Fuller,Central,Technology,37.16
Erica Riddle,South,Office Supplies,1164.31
Erica Riddle,South,Technology,1525.15
Erik Barr,Central,Office Supplies,568.37
Erik Barr,Central,Technology,19.96
Erik Harmon,East,Office Supplies,99.43
Erik Moon,Central,Office Supplies,220.86
Erik Schwarz,East,Furniture,16808.41
Erika Clapp,South,Furniture,2482.02
Erika Clapp,South,Office Supplies,358.25
Erika Fink,West,Office Supplies,162.85
Erika Fink,West,Technology,497.11
Erika Hardison,East,Technology,164.05
Erika Jordan,East,Furniture,7752.61
Erika Jordan,East,Office Supplies,4173.09
Erika Morgan,East,Office Supplies,33.08
Erika Morgan,East,Technology,522.22
Erin Ballard,West,Furniture,19948.59
Erin Ballard,West,Office Supplies,1210.27
Erin Ballard,West,Technology,187.4
Erin Brandt Spivey,Central,Furniture,126.69
Erin Brandt Spivey,Central,Office Supplies,8411.94
Erin Brandt Spivey,Central,Technology,413.93
Erin Erickson,West,Furniture,6607.57
Erin Erickson,West,Office Supplies,1013.61
Erin Y Stewart,West,Furniture,1391.41
Erin Y Stewart,West,Office Supplies,340.11
Erin Y Stewart,West,Technology,1373.6
Ernest Barber,West,Office Supplies,860.43
Ernest Barber,West,Technology,310.28
Ernest Dawson,Central,Furniture,3943.28
Ernest Dawson,Central,Office Supplies,9160.63
Ernest Dawson,Central,Technology,1516.88
Ernest McBride,East,Furniture,480.37
Ernest Oh,West,Furniture,3575.98
Ernest Oh,West,Office Supplies,3467.63
Ernest Oh,West,Technology,14107.03
Ernest Peele,Central,Furniture,1900.85
Ernest Peele,Central,Office Supplies,607.94
Ernest Peele,Central,Technology,1068.6
Ernest Sykes Montgomery,East,Office Supplies,1006.82
Esther Gill Norman,East,Furniture,2051.51
Esther Marcus,East,Office Supplies,96.14
Esther Whitaker,East,Furniture,845.48
Esther Whitaker,East,Office Supplies,2025.6
Esther Whitaker,East,Technology,1151.1
Ethel Barton,East,Office Supplies,114.72
Ethel Coley,West,Technology,2801.75
Ethel Curry,East,Furniture,59
Eugene Brewer Knox,East,Office Supplies,37.29
Eugene Chandler,Central,Furniture,257.71
Eugene Chandler,Central,Office Supplies,873.61
Eugene Clayton,West,Office Supplies,5289.97
Eugene Clayton,West,Technology,113.44
Eugene Curry,East,Furniture,143.15
Eugene H Walsh,Central,Furniture,634.88
Eugene H Walsh,Central,Office Supplies,290.94
Eugene Hess,West,Technology,628.82
Eugene Kerr,East,Office Supplies,96.54
Eugene Kerr,East,Technology,1289.15
Eugene Simmons,East,Office Supplies,490.63
Eugene T Duffy,East,Technology,4390.32
Eugene Terrell,East,Furniture,103.88
Eugene Womble,East,Office Supplies,8.49
Eva Berg,East,Office Supplies,80.58
Eva Berger McBride,East,Furniture,410.64
Eva Berger McBride,East,Office Supplies,14.72
Eva Berger McBride,East,Technology,147.59
Eva Decker,South,Furniture,3463.88
Eva Decker,South,Office Supplies,5572.18
Eva Decker,South,Technology,1559.31
Eva Silverman,Central,Furniture,62.87
Eva Silverman,Central,Office Supplies,807.51
Eva Silverman,Central,Technology,5376.69
Eva Simpson,Central,Furniture,1170.12
Eva Simpson,Central,Office Supplies,53.77
Eva Simpson,Central,Technology,8416.35
Eva Wagner,East,Technology,596.07
Evan Adkins,East,Office Supplies,241.97
Evan Currie,East,Office Supplies,17.39
Evan Gill Roy,South,Office Supplies,189.77
Evan K Bullard,East,Office Supplies,515.88
Evan Kelley,Central,Furniture,1818.41
Evan Kelley,Central,Office Supplies,763.05
Evan Kelley,Central,Technology,137.86
Evan Shore,East,Technology,9629.91
Evan Snow,East,Furniture,629.27
Evelyn Blair,Central,Office Supplies,186.76
Evelyn Bowden,Central,Office Supplies,402.61
Evelyn Dougherty,Central,Technology,224.54
Evelyn Galloway,Central,Furniture,1352.95
Evelyn Garcia,South,Office Supplies,2104.96
Evelyn Garcia,South,Technology,88.34
Evelyn Meyer,West,Office Supplies,174.49
Faye Dyer,East,Furniture,1170.21
Faye Hanna,West,Furniture,39.32
Faye Hanna,West,Office Supplies,1132.1
Faye Hanna,West,Technology,2003.15
Faye Joseph,East,Office Supplies,993.12
Faye Joseph,East,Technology,1031.52
Faye Manning,South,Office Supplies,745.81
Faye Manning,South,Technology,3019.33
Faye Silver,East,Furniture,69.37
Faye Silver,East,Office Supplies,203.75
Faye Wolf,East,Office Supplies,746.03
Faye Woods,South,Office Supplies,36.42
Florence Clayton,West,Furniture,179.64
Florence Clayton,West,Office Supplies,1148.81
Florence Clayton,West,Technology,78.82
Florence Gold,East,Furniture,135.78
Florence Gold,East,Office Supplies,111.4
Florence Gold,East,Technology,1677.14
Florence Herman,Central,Furniture,793.23
Florence Hsu Schwarz,West,Office Supplies,46.93
Florence Walters,South,Office Supplies,136.43
Florence Walters,South,Technology,77.62
Florence Wilder,Central,Furniture,776
Florence Wilder,Central,Office Supplies,1126.46
Florence Wilder,Central,Technology,286.12
Floyd Dale,East,Furniture,2345.09
Floyd Dale,East,Office Supplies,129.35
Floyd Dale,East,Technology,60.41
Floyd Hill Dorsey,East,Furniture,663.69
Floyd Hill Dorsey,East,Office Supplies,164.49
Floyd Hill Dorsey,East,Technology,399.7
Frances Berman,East,Office Supplies,14.53
Frances Boykin,East,Office Supplies,780.77
Frances Epstein,Central,Office Supplies,154.84
Frances Epstein,Central,Technology,1357.66
Frances Grant,West,Office Supplies,5.1
Frances Holt,East,Office Supplies,125.37
Frances Jackson,Central,Furniture,4285.56
Frances Jackson,Central,Office Supplies,668.12
Frances Johnson,East,Furniture,5342.75
Frances Johnson,East,Office Supplies,132.38
Frances Johnson,East,Technology,276.84
Frances McCall,East,Office Supplies,844.4
Frances Powers,East,Furniture,394.25
Frances Powers,East,Office Supplies,129.9
Frances Ray,East,Office Supplies,1586.06
Frances Saunders,West,Technology,730.37
Francis Bender,Central,Office Supplies,2365.75
Francis Burch,South,Technology,1244.49
Francis Edwards,South,Furniture,115.86
Francis Edwards,South,Office Supplies,793.48
Francis Edwards,South,Technology,73.72
Francis Evans,East,Office Supplies,8.8
Francis Goldberg,Central,Furniture,747.94
Francis Goldberg,Central,Office Supplies,2110.76
Francis I Davis,Central,Furniture,3267.24
Francis I Davis,Central,Office Supplies,688.9
Francis I Davis,Central,Technology,1389.37
Francis Kendall,West,Furniture,94.04
Francis Kendall,West,Office Supplies,446.94
Francis Kendall,West,Technology,949.58
Francis McKenzie,West,Office Supplies,28.46
Francis Peterson,East,Furniture,1523.59
Francis Peterson,East,Office Supplies,9.35
Francis Sherrill,South,Office Supplies,210.71
Francis Sherrill,South,Technology,1686.13
Francis Spivey,East,Office Supplies,116.92
Frank Cross,East,Office Supplies,3770.1
Frank Cross,East,Technology,40246.39
Frank Hartman,East,Office Supplies,81.06
Frank Hess,East,Furniture,4805.53
Frank Hess,East,Office Supplies,131.79
Frank Hess,East,Technology,1214.45
Frank Holden,Central,Furniture,295.89
Franklin Spencer,Central,Office Supplies,765.06
Franklin Spencer,Central,Technology,2094.12
Fred Barber,Central,Office Supplies,200.59
Fred Barber,Central,Technology,1278.96
Fred H Proctor,East,Office Supplies,4.57
Fred Sharma,East,Office Supplies,117.53
Fred Yu,East,Office Supplies,56.7
Frederick Cole,East,Furniture,4185.24
Frederick Cole,East,Office Supplies,461.1
Frederick Godwin,East,Office Supplies,34.37
Frederick Lang,East,Office Supplies,407.8
Frederick Lehman,West,Office Supplies,381.02
Frederick Lehman,West,Technology,672.31
Gail B Weinstein,East,Technology,82.23
Gail Currin,West,Furniture,1386.39
Gail Currin,West,Office Supplies,84.95
Gail Ellis,South,Office Supplies,863.53
Gail Rankin Cole,East,Furniture,7910.82
Gail Rankin Cole,East,Office Supplies,1876.85
Gail Rankin Cole,East,Technology,6825.4
Gail Welch,Central,Office Supplies,899.12
Gary Frazier,East,Furniture,2223
Gary Frazier,East,Technology,1249.5
Gary Grimes,Central,Office Supplies,3734.13
Gary Hester,Central,Office Supplies,584.85
Gary Hester,Central,Technology,1812.68
Gary Hoffman,South,Office Supplies,10.05
Gary Hoffman,South,Technology,34.36
Gary Kaufman,East,Office Supplies,6.06
Gary Koch,South,Furniture,723.54
Gary Koch,South,Office Supplies,206.61
Gary Koch,South,Technology,971.86
Gary Walton,West,Office Supplies,983.56
Gary Walton,West,Technology,7338.22
Gayle Christian,East,Furniture,8611.16
Gayle Christian,East,Office Supplies,643.29
Gayle Christian,East,Technology,540.09
Gayle Keith,West,Furniture,364.43
Gayle Keith,West,Office Supplies,225.04
Gayle Keith,West,Technology,116.28
Gayle Lawson,Central,Office Supplies,1220.62
Gayle Lawson,Central,Technology,6435.44
Gayle Pearson,East,Office Supplies,157.78
Gayle Peterson,East,Furniture,918.97
Gayle Rollins,East,Technology,125.41
Gayle Waller,West,Furniture,454.74
Gayle Waller,West,Office Supplies,3646.73
Gayle Waller,West,Technology,168.37
Gene Caldwell,South,Office Supplies,205.93
Gene Caldwell,South,Technology,158.5
Gene Cox,East,Office Supplies,853.29
Gene Cox,East,Technology,2555.97
Gene Diaz,Central,Furniture,7.98
Gene Diaz,Central,Office Supplies,1209.82
Gene Diaz,Central,Technology,1424.71
Gene Gilliam,South,Furniture,17377.64
Gene Gilliam,South,Office Supplies,3185.45
Gene Gilliam,South,Technology,232.42
Gene Hardin,East,Office Supplies,63.54
Gene Harper Herring,East,Office Supplies,85.22
Gene Heath Cross,East,Office Supplies,2793.84
Gene Heath Cross,East,Technology,2753.02
Gene Winters,Central,Office Supplies,308.89
Gene Wu Vaughan,South,Furniture,16.38
Gene Wu Vaughan,South,Office Supplies,619.31
Geoffrey Ayers,Central,Furniture,45.38
Geoffrey Ayers,Central,Office Supplies,261.6
Geoffrey Ayers,Central,Technology,1766.88
Geoffrey H Wong,South,Furniture,118.77
Geoffrey H Wong,South,Office Supplies,580.58
Geoffrey H Wong,South,Technology,1488.52
Geoffrey Hewitt,Central,Office Supplies,225.55
Geoffrey Hewitt,Central,Technology,566.15
Geoffrey Koch,Central,Furniture,3251.98
Geoffrey Koch,Central,Office Supplies,1557.23
Geoffrey Rivera,South,Furniture,419.27
Geoffrey Rivera,South,Office Supplies,44.27
Geoffrey Saunders,East,Furniture,769.95
Geoffrey Saunders,East,Office Supplies,11208.99
Geoffrey Saunders,East,Technology,14427.88
Geoffrey Zhu,South,Furniture,227
Geoffrey Zhu,South,Office Supplies,229.57
Geoffrey Zhu,South,Technology,62.46
George Bowen,West,Furniture,132.34
George Bowen,West,Office Supplies,281.33
George Bowen,West,Technology,3000.2
George McLamb,South,Office Supplies,2356.66
George McLamb,South,Technology,2355.24
George Shields,Central,Furniture,4414.42
George Shields,Central,Office Supplies,56.86
George Shields,Central,Technology,11881.2
George Terry,West,Furniture,2043.63
George Terry,West,Office Supplies,315.79
George Terry,West,Technology,2543.36
George Yates,South,Furniture,2537.4
George Yates,South,Office Supplies,109.33
George Yates,South,Technology,19882.09
Gerald Crabtree,Central,Furniture,2538.68
Gerald Crabtree,Central,Office Supplies,2757.71
Gerald Kearney,Central,Office Supplies,291.27
Gerald Kearney,Central,Technology,2634.32
Gerald Love,West,Furniture,437.96
Gerald Love,West,Office Supplies,138.51
Gerald Love,West,Technology,42.68
Gerald Petty,East,Furniture,440.06
Gerald Petty,East,Office Supplies,1549.05
Gerald Petty,East,Technology,676.6
Gerald Raynor,South,Furniture,1964.67
Gerald Raynor,South,Office Supplies,111.52
Gerald Raynor,South,Technology,1006.77
Geraldine Martinez Bray,East,Office Supplies,101.87
Geraldine Puckett,West,Technology,429.33
Gilbert Godfrey,Central,Furniture,1861.78
Gilbert Godfrey,Central,Office Supplies,68.18
Gilbert Godfrey,Central,Technology,1987.69
Gilbert Lang,East,Office Supplies,124.84
Gilbert P Sun,East,Furniture,2647.51
Gilbert Scarborough,West,Office Supplies,3843.88
Gilbert Scarborough,West,Technology,1436.11
Gilbert Vogel,West,Furniture,4531.85
Gilbert Vogel,West,Office Supplies,28.16
Gilbert Washington,West,Furniture,837.21
Gilbert Washington,West,Office Supplies,1516.19
Gilbert Washington,West,Technology,419.98
Gina B Hess,East,Office Supplies,28.01
Gina Curry,East,Technology,945.36
Gina McKnight,South,Furniture,4141.81
Gina McKnight,South,Office Supplies,3104.1
Gina McKnight,South,Technology,4261.32
Gladys Barnes,East,Technology,632.01
Gladys Everett,Central,Furniture,174.37
Gladys Everett,Central,Office Supplies,457.27
Gladys Everett,Central,Technology,690.99
Gladys Holloway,South,Office Supplies,262.16
Gladys Holloway,South,Technology,31.71
Gladys Wilkinson,East,Technology,518.24
Glen Caldwell,West,Furniture,61553.26
Glen Caldwell,West,Office Supplies,5905.84
Glen Caldwell,West,Technology,21810.6
Glen Choi,East,Office Supplies,135.95
Glen Choi,East,Technology,463.63
Glen Denton,East,Technology,60.03
Glen Green,Central,Office Supplies,2296.42
Glen Horowitz,East,Furniture,447.41
Glen Horowitz,East,Office Supplies,3711.98
Glen Horowitz,East,Technology,744.64
Glen Newman,East,Office Supplies,1386.89
Glen Robertson,Central,Office Supplies,955.16
Glen Robertson,Central,Technology,1129.67
Glen Stein,East,Office Supplies,41.53
Glen Weeks,East,Technology,763.15
Glenda Bowles,South,Furniture,554.64
Glenda Bowles,South,Office Supplies,547.29
Glenda Carlton,East,Furniture,580.09
Glenda Carlton,East,Office Supplies,264.06
Glenda Dougherty,East,Office Supplies,6530.28
Glenda Herbert,West,Office Supplies,329.34
Glenda Herbert,West,Technology,3741.39
Glenda Holder,Central,Furniture,281.46
Glenda Holder,Central,Office Supplies,252.6
Glenda Holder,Central,Technology,341.33
Glenda Hunter,West,Furniture,9435.99
Glenda Hunter,West,Office Supplies,986.51
Glenda Hunter,West,Technology,4156.13
Glenda Rosen,South,Office Supplies,929.34
Glenda Simon,West,Office Supplies,925.55
Glenda Simon,West,Technology,846.35
Glenda Taylor Strauss,South,Furniture,5504.64
Glenda Taylor Strauss,South,Office Supplies,66.03
Glenda Taylor Strauss,South,Technology,326.35
Glenn Burnette,East,Furniture,16.43
Glenn Goodwin,Central,Office Supplies,198.39
Glenn Jain,South,Furniture,1315.25
Glenn Jain,South,Office Supplies,170.48
Glenn Jain,South,Technology,575.82
Glenn Jones,East,Technology,1865.7
Glenn MacDonald,Central,Office Supplies,86.87
Glenn Morgan,West,Furniture,195.56
Glenn Morgan,West,Office Supplies,621.15
Gloria Jacobs,East,Furniture,4633.43
Gloria Jacobs,East,Office Supplies,4088.51
Gloria Jacobs,East,Technology,2652.11
Gloria Lewis,West,Office Supplies,116.58
Gloria Quinn,East,Furniture,395.61
Gordon Boswell,Central,Furniture,80.33
Gordon Boswell,Central,Office Supplies,73.96
Gordon Brandt,West,Furniture,103730.9
Gordon Brandt,West,Office Supplies,9172.41
Gordon Brandt,West,Technology,10842.31
Gordon Lyon,West,Furniture,506.51
Gordon Lyon,West,Office Supplies,253.24
Gordon Lyon,West,Technology,884.59
Gordon Sutherland,West,Furniture,1957.18
Gordon Sutherland,West,Office Supplies,143.78
Gordon Sutherland,West,Technology,777.47
Gordon Walker,South,Office Supplies,370.1
Grace Black,South,Furniture,5613.66
Grace Black,South,Office Supplies,257.71
Grace Black,South,Technology,88.35
Grace Everett,South,Furniture,943.72
Grace Everett,South,Office Supplies,120.35
Grace Everett,South,Technology,2023.61
Grace McNeill Hunt,East,Furniture,1350.94
Grace Vaughn,West,Office Supplies,92.52
Grace Vaughn,West,Technology,12924.23
Greg Malone,East,Furniture,255.39
Greg Malone,East,Office Supplies,1389.05
Greg Malone,East,Technology,50.06
Greg McKinney,East,Furniture,60.81
Greg Walsh,East,Office Supplies,33.17
Gregory Barefoot,East,Furniture,1458.58
Gregory Beasley,East,Furniture,2087.77
Gregory Beasley,East,Office Supplies,485.67
Gregory Beasley,East,Technology,501.97
Gregory Bridges,Central,Furniture,1541.59
Gregory Bridges,Central,Office Supplies,7.37
Gregory Craig,East,Office Supplies,171.14
Gregory Crane,West,Office Supplies,22.05
Gregory Crane,West,Technology,2840.47
Gregory Holden,West,Furniture,638.07
Gregory Holden,West,Office Supplies,327.87
Gregory Holden,West,Technology,917.47
Gregory R Snow,South,Office Supplies,1832.65
Gregory R Snow,South,Technology,340.33
Gregory Rao,West,Office Supplies,332.07
Gregory Rao,West,Technology,4278.15
Gregory Strickland,Central,Furniture,114.37
Gregory Strickland,Central,Office Supplies,90.21
Gregory Strickland,Central,Technology,94.71
Gretchen Ball,West,Furniture,590.45
Gretchen Ball,West,Office Supplies,651.9
Gretchen Ball,West,Technology,304.74
Gretchen Best Wilkins,West,Furniture,5728.56
Gretchen Best Wilkins,West,Office Supplies,234.85
Gretchen Best Wilkins,West,Technology,2634.94
Gretchen Davis,Central,Furniture,114.38
Gretchen Davis,Central,Office Supplies,541.27
Gretchen Davis,Central,Technology,3710.35
Gretchen Levine,East,Furniture,3330.08
Gretchen Levine,East,Office Supplies,366.74
Gretchen Levine,East,Technology,37.89
Gretchen McKinney,East,Furniture,90.45
Gretchen McKinney,East,Office Supplies,84.01
Gretchen Orr,South,Office Supplies,336.56
Gretchen Orr,South,Technology,1247.06
Gretchen Wiggins,Central,Office Supplies,85.82
Gretchen Wiggins,Central,Technology,2358.86
Gretchen Wilder,East,Office Supplies,43.48
Gretchen Zimmerman,East,Office Supplies,3.17
Guy Gallagher,West,Furniture,420.46
Guy Gallagher,West,Office Supplies,644.98
Guy Gallagher,West,Technology,1730.04
Guy McDonald,Central,Office Supplies,22.64
Guy McDonald,Central,Technology,233.58
Gwendolyn F Tyson,Central,Furniture,1164.45
Gwendolyn F Tyson,Central,Office Supplies,80.03
Hannah Carver,Central,Office Supplies,674.39
